Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr15.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr15.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr15.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr15

[+] Loading strelka  2.9.0  on cn4475 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr15/runWorkflow.py
[2021-03-13T05:24:02.416391] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.416845] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.417257] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.417968] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.418710] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr15'
[2021-03-13T05:24:02.419301] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.420017] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.420481] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.420944] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] memMb: 257654
[2021-03-13T05:24:02.421578] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr15/workspace/pyflow.data
[2021-03-13T05:24:02.422030] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.422468] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.422905] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.423367] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.424230] [cn4475.hpc.nih.gov] [46508_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.424791] [cn4475.hpc.nih.gov] [46508_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:02.458909] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.459813] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.460710] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.461999] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.464051] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.465233] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.466210] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.467067] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.468400] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.469830] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.470883] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.472513] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.473339] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.474996] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.476285] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.477160] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.478648] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.479818] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.481391] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.482555] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.484367] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.484964] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.485821] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.487222] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.488073] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.489145] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.490620] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.491290] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.492360] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.493808] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.494674] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.495707] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.497763] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.498558] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.500725] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.501574] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.502961] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.504856] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.505842] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.508034] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.509507] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.511517] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.512232] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.514411] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.515153] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.515993] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.517878] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.518613] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.519555] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.521583] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.522464] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.524339] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.525209] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.527166] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.528216] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.529142] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.531128] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.532254] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.534298] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.535130] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.537664] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.538419] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.541009] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.541771] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.542828] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.545276] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.546307] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.547062] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.549317] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.550037] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.552750] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.553716] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.554496] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.555550] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.557894] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.558800] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.559694] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.561965] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.563056] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.565827] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.566845] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.568121] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.570745] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.571406] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.572799] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.575255] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.576458] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.577210] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.580108] [cn4475.hpc.nih.gov] [46508_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
