Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr17.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr17.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr17.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr17

[+] Loading strelka  2.9.0  on cn2345 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17/runWorkflow.py
[2021-03-13T05:24:02.500002] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.500606] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.501032] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.501452] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.501856] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17'
[2021-03-13T05:24:02.502302] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.502734] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.503290] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.503662] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] memMb: 257654
[2021-03-13T05:24:02.504276] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17/workspace/pyflow.data
[2021-03-13T05:24:02.504957] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.505577] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.506213] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.506869] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.508025] [cn2345.hpc.nih.gov] [49567_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.508641] [cn2345.hpc.nih.gov] [49567_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:02.541223] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.541948] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.542807] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.543694] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.544515] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.545355] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.546291] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.547124] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.548384] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.549810] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.550721] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.551506] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.553122] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.553982] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.554964] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.556364] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.557272] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.558718] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.559510] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.560657] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.561922] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.562634] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.563434] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.564890] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.565748] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.566630] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.568335] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.569063] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.569920] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.571610] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.572621] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.573730] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.575690] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.576696] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.578767] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.579762] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.581310] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.582016] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.583204] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.585149] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.586132] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.587161] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.589337] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.590259] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.592108] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.594058] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.595034] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.596141] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.598006] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.598655] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.599764] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.602394] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.603228] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.604124] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.606157] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.606825] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.607874] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.610181] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.611344] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.613562] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.614458] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.615278] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.617697] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.618505] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.619862] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.621873] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.622710] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.623720] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.626188] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.626900] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.627774] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.630300] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.632921] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.633672] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.636292] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.637115] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.638332] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.641629] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.643169] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.645614] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.646915] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.649497] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.650489] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.653070] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.653837] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.654628] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.657628] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.658257] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.659108] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
